200bin,adj sales (bin),Adjusted sales (bin),Adjusted sales (bin) 50,Adjusted sales 1,Adjusted Sales 1 (bin),Area Code,Area Code (Location),Date,Market,Market Size,Product,Product Id,Product Type,ProductId (Product),Sales (bin),Sales (bin) 100,Sales (bin) 50,Sales (bin) 70,Sales100bin,SalesTab (bin),State,Type,adj sales,Adjusted sales,Adjusted Sales 1,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Inventory,Margin,Marketing,Number of Records,Profit,Sales,Total Expenses
0,50,96,50,50,75,573,573,01-09-2011 00:00:00,Central,Small Market,Darjeeling,11,Tea,11,68.6,0,50-99,77-139,0,80,Missouri,Regular,97,97,97,30,50,20,80,39,248,52,12,1,19,97,39
0,50,48,50,50,50,660,660,01-09-2011 00:00:00,Central,Small Market,Earl Grey,12,Tea,12,34.3,0,50-99,0-69,0,0,Missouri,Regular,58,58,58,20,20,-10,40,24,212,30,9,1,-18,58,42
0,50,96,50,50,75,314,314,01-09-2011 00:00:00,Central,Small Market,Green Tea,13,Tea,13,68.6,0,50-99,77-139,0,80,Missouri,Regular,97,97,97,30,50,10,80,40,244,51,15,1,3,97,49
0,50,72,50,50,75,314,314,01-09-2011 00:00:00,Central,Small Market,Decaf Espresso,6,Espresso,6,68.6,0,50-99,77-139,0,80,Missouri,Decaf,84,84,84,30,60,50,90,32,837,47,8,1,40,84,20
0,150,143,150,150,150,573,573,01-09-2011 00:00:00,Central,Small Market,Columbian,2,Coffee,2,137.2,100,150,140,100,160,Missouri,Regular,160,160,160,70,80,30,150,67,599,83,25,1,37,160,58
0,100,143,100,100,125,816,816,01-09-2011 00:00:00,Central,Small Market,Decaf Irish Cream,3,Coffee,3,137.2,100,100,140,100,80,Missouri,Decaf,145,145,145,60,80,50,140,62,1059,74,19,1,50,145,40
0,100,96,100,100,100,573,573,01-09-2011 00:00:00,Central,Small Market,Caffe Mocha,5,Espresso,5,102.9,100,100,77-139,100,80,Missouri,Regular,115,115,115,50,70,50,120,44,886,64,12,1,61,115,23
0,50,48,50,50,50,513,513,01-09-2011 00:00:00,Central,Major Market,Chamomile,8,Herbal Tea,8,34.3,0,50-99,0-69,0,0,Ohio,Decaf,53,53,53,10,30,30,40,20,482,30,5,1,21,53,16
0,50,72,50,50,75,614,614,01-09-2011 00:00:00,Central,Major Market,Lemon,9,Herbal Tea,9,68.6,0,50-99,77-139,0,0,Ohio,Decaf,77,77,77,20,40,40,60,29,862,43,8,1,34,77,20
200,250,263,250,250,250,614,614,01-09-2011 00:00:00,Central,Major Market,Darjeeling,11,Tea,11,240.1,200,250,210,200,240,Ohio,Regular,265,265,265,80,130,70,210,99,798,150,32,1,129,265,63
200,200,239,200,200,225,234,234,01-09-2011 00:00:00,Central,Major Market,Earl Grey,12,Tea,12,240.1,200,200,210,200,240,Ohio,Regular,245,245,245,80,120,80,200,96,666,134,29,1,120,245,53
0,100,96,100,100,100,419,419,01-09-2011 00:00:00,Central,Major Market,Decaf Espresso,6,Espresso,6,102.9,100,100,77-139,100,80,Ohio,Decaf,109,109,109,50,70,30,120,45,409,57,17,1,9,109,51
0,100,120,100,100,125,216,216,01-09-2011 00:00:00,Central,Major Market,Amaretto,1,Coffee,1,102.9,100,100,77-139,100,80,Ohio,Regular,133,133,133,50,80,50,130,53,410,72,17,1,42,133,44
0,100,96,100,100,100,614,614,01-09-2011 00:00:00,Central,Major Market,Columbian,2,Coffee,2,102.9,100,100,77-139,100,80,Ohio,Regular,114,114,114,40,70,40,110,43,424,64,13,1,43,114,35
0,100,120,100,100,125,614,614,01-09-2011 00:00:00,Central,Major Market,Decaf Irish Cream,3,Coffee,3,102.9,100,100,77-139,100,80,Ohio,Decaf,134,134,134,50,80,20,130,52,509,74,47,1,-4,134,77
200,300,311,300,300,325,440,440,01-09-2011 00:00:00,Central,Major Market,Caffe Mocha,5,Espresso,5,308.7,300,300,280,300,320,Ohio,Regular,330,330,330,170,190,130,360,155,1280,155,43,1,129,330,68
0,150,143,150,150,150,262,262,01-09-2011 00:00:00,Central,Small Market,Chamomile,8,Herbal Tea,8,137.2,100,150,140,100,160,Wisconsin,Decaf,161,161,161,40,90,70,130,57,349,94,17,1,79,161,41
0,100,120,100,100,125,414,414,01-09-2011 00:00:00,Central,Small Market,Lemon,9,Herbal Tea,9,102.9,100,100,77-139,100,80,Wisconsin,Decaf,134,134,134,40,70,60,110,51,857,75,14,1,74,134,25
0,100,120,100,100,100,608,608,01-09-2011 00:00:00,Central,Small Market,Darjeeling,11,Tea,11,102.9,100,100,77-139,100,80,Wisconsin,Regular,120,120,120,30,60,30,90,46,454,67,14,1,46,120,36
0,150,143,150,150,150,715,715,01-09-2011 00:00:00,Central,Small Market,Earl Grey,12,Tea,12,137.2,100,150,140,100,80,Wisconsin,Regular,159,159,159,50,80,10,130,62,612,87,56,1,3,159,85
0,50,72,50,50,75,715,715,01-09-2011 00:00:00,Central,Small Market,Decaf Espresso,6,Espresso,6,68.6,0,50-99,77-139,0,80,Wisconsin,Decaf,81,81,81,30,50,30,80,33,577,43,10,1,31,81,22
0,150,143,150,150,150,608,608,01-09-2011 00:00:00,Central,Small Market,Amaretto,1,Coffee,1,137.2,100,150,140,100,80,Wisconsin,Regular,159,159,159,70,80,30,150,67,391,82,25,1,34,159,59
200,200,215,200,200,225,715,715,01-09-2011 00:00:00,Central,Small Market,Columbian,2,Coffee,2,205.8,200,200,210,200,160,Wisconsin,Regular,238,238,238,90,140,40,230,93,692,130,84,1,24,238,114
200,200,191,200,200,200,414,414,01-09-2011 00:00:00,Central,Small Market,Decaf Irish Cream,3,Coffee,3,205.8,200,200,210,200,160,Wisconsin,Decaf,212,212,212,90,110,70,200,85,555,114,28,1,86,212,56
0,150,191,150,150,175,920,920,01-09-2011 00:00:00,Central,Small Market,Caffe Mocha,5,Espresso,5,171.5,100,150,140,100,160,Wisconsin,Regular,194,194,194,90,120,80,210,83,1063,99,25,1,79,194,46
0,150,143,150,150,150,203,203,01-09-2011 00:00:00,East,Small Market,Lemon,9,Herbal Tea,9,137.2,100,150,140,100,160,Connecticut,Decaf,160,160,160,50,60,20,110,67,599,83,25,1,36,160,59
0,100,143,100,100,125,203,203,01-09-2011 00:00:00,East,Small Market,Mint,10,Herbal Tea,10,137.2,100,100,140,100,80,Connecticut,Decaf,145,145,145,40,60,40,100,62,1059,74,19,1,49,145,41
0,100,96,100,100,100,860,860,01-09-2011 00:00:00,East,Small Market,Darjeeling,11,Tea,11,102.9,100,100,77-139,100,80,Connecticut,Regular,115,115,115,40,70,50,110,44,886,64,12,1,61,115,23
0,50,48,50,50,50,959,959,01-09-2011 00:00:00,East,Small Market,Green Tea,13,Tea,13,34.3,0,50-99,0-69,0,0,Connecticut,Regular,61,61,61,20,40,30,60,23,809,34,6,1,25,61,17
0,150,143,150,150,150,203,203,01-09-2011 00:00:00,East,Small Market,Caffe Mocha,5,Espresso,5,137.2,100,150,140,100,80,Connecticut,Regular,159,159,159,50,90,20,140,62,612,87,56,1,3,159,85
0,100,120,100,100,100,959,959,01-09-2011 00:00:00,East,Small Market,Decaf Espresso,6,Espresso,6,102.9,100,100,77-139,100,80,Connecticut,Decaf,120,120,120,40,70,40,110,48,380,65,15,1,34,120,42
200,250,263,250,250,275,203,203,01-09-2011 00:00:00,East,Small Market,Columbian,2,Coffee,2,274.4,200,250,210,200,240,Connecticut,Regular,275,275,275,90,150,110,240,103,1130,155,33,1,135,275,64
0,50,72,50,50,75,727,727,01-09-2011 00:00:00,East,Major Market,Chamomile,8,Herbal Tea,8,68.6,0,50-99,77-139,0,80,Florida,Decaf,81,81,81,20,30,20,50,33,577,43,10,1,31,81,22
0,150,143,150,150,150,305,305,01-09-2011 00:00:00,East,Major Market,Lemon,9,Herbal Tea,9,137.2,100,150,140,100,80,Florida,Decaf,159,159,159,50,60,20,110,67,391,82,25,1,36,159,58
0,150,191,150,150,175,754,754,01-09-2011 00:00:00,East,Major Market,Mint,10,Herbal Tea,10,171.5,100,150,140,100,160,Florida,Decaf,194,194,194,60,80,50,140,83,1063,99,25,1,79,194,46
0,50,72,50,50,75,561,561,01-09-2011 00:00:00,East,Major Market,Darjeeling,11,Tea,11,68.6,0,50-99,77-139,0,80,Florida,Regular,93,93,93,30,60,50,90,35,875,52,9,1,47,93,20
0,100,120,100,100,125,754,754,01-09-2011 00:00:00,East,Major Market,Green Tea,13,Tea,13,102.9,100,100,77-139,100,80,Florida,Regular,134,134,134,50,80,60,130,51,857,75,14,1,73,134,26
200,200,215,200,200,225,754,754,01-09-2011 00:00:00,East,Major Market,Caffe Mocha,5,Espresso,5,205.8,200,200,210,200,160,Florida,Regular,238,238,238,80,130,40,210,93,692,130,84,1,25,238,113
200,200,191,200,200,200,941,941,01-09-2011 00:00:00,East,Major Market,Decaf Espresso,6,Espresso,6,205.8,200,200,210,200,160,Florida,Decaf,212,212,212,80,110,70,190,85,555,114,28,1,86,212,56
200,250,263,250,250,250,352,352,01-09-2011 00:00:00,East,Major Market,Columbian,2,Coffee,2,240.1,200,250,210,200,240,Florida,Regular,265,265,265,90,140,100,230,99,798,150,32,1,128,265,64
200,200,239,200,200,225,321,321,01-09-2011 00:00:00,East,Major Market,Decaf Irish Cream,3,Coffee,3,240.1,200,200,210,200,240,Florida,Decaf,245,245,245,90,120,80,210,96,666,134,29,1,120,245,53
0,100,96,100,100,100,774,774,01-09-2011 00:00:00,East,Major Market,Lemon,9,Herbal Tea,9,102.9,100,100,77-139,100,80,Massachusetts,Decaf,109,109,109,30,40,10,70,45,409,57,17,1,9,109,51
0,50,72,50,50,75,617,617,01-09-2011 00:00:00,East,Major Market,Darjeeling,11,Tea,11,68.6,0,50-99,77-139,0,0,Massachusetts,Regular,77,77,77,30,40,30,70,29,862,43,8,1,34,77,20
0,50,48,50,50,50,617,617,01-09-2011 00:00:00,East,Major Market,Green Tea,13,Tea,13,34.3,0,50-99,0-69,0,0,Massachusetts,Regular,53,53,53,20,30,20,50,20,482,30,5,1,19,53,17
0,100,96,100,100,100,857,857,01-09-2011 00:00:00,East,Major Market,Caffe Mocha,5,Espresso,5,102.9,100,100,77-139,100,80,Massachusetts,Regular,104,104,104,40,50,-10,90,52,520,46,47,1,-46,104,77
200,300,311,300,300,325,774,774,01-09-2011 00:00:00,East,Major Market,Regular Espresso,7,Espresso,7,308.7,300,300,280,300,320,Massachusetts,Regular,330,330,330,140,160,100,300,155,1280,155,43,1,129,330,68
600,450,598,600,600,600,774,774,01-09-2011 00:00:00,East,Major Market,Columbian,2,Coffee,2,583.1,600,600,560,600,560,Massachusetts,Regular,450,600,600,50,490,460,540,60,-2572,516,19,1,690,614,51
0,50,96,50,50,75,603,603,01-09-2011 00:00:00,East,Small Market,Lemon,9,Herbal Tea,9,68.6,0,50-99,77-139,0,80,New Hampshire,Decaf,97,97,97,30,40,10,70,40,244,51,15,1,3,97,49
0,50,48,50,50,50,603,603,01-09-2011 00:00:00,East,Small Market,Darjeeling,11,Tea,11,34.3,0,50-99,0-69,0,0,New Hampshire,Regular,51,51,51,20,30,20,50,19,848,29,5,1,18,51,17
0,0,24,0,0,25,603,603,01-09-2011 00:00:00,East,Small Market,Green Tea,13,Tea,13,34.3,0,0-49,0-69,0,0,New Hampshire,Regular,46,46,46,0,40,30,40,0,473,43,0,1,46,46,12
0,100,96,100,100,100,603,603,01-09-2011 00:00:00,East,Small Market,Caffe Mocha,5,Espresso,5,102.9,100,100,77-139,100,80,New Hampshire,Regular,113,113,113,40,60,10,100,44,325,62,40,1,-10,113,69
0,50,48,50,50,50,603,603,01-09-2011 00:00:00,East,Small Market,Regular Espresso,7,Espresso,7,34.3,0,50-99,0-69,0,0,New Hampshire,Regular,58,58,58,20,30,0,50,24,212,30,9,1,-18,58,42
0,100,120,100,100,125,603,603,01-09-2011 00:00:00,East,Small Market,Amaretto,1,Coffee,1,102.9,100,100,77-139,100,80,New Hampshire,Regular,128,128,128,40,70,50,110,49,315,71,15,1,49,128,38
0,100,143,100,100,125,603,603,01-09-2011 00:00:00,East,Small Market,Columbian,2,Coffee,2,137.2,100,100,140,100,80,New Hampshire,Regular,148,148,148,50,80,50,130,55,453,84,18,1,50,148,50
400,400,382,400,400,400,845,845,01-09-2011 00:00:00,East,Major Market,Lemon,9,Herbal Tea,9,548.8,500,550,560,500,560,New York,Decaf,400,400,400,220,200,90,420,302,1518,239,114,1,137,577,147
0,100,96,100,100,100,845,845,01-09-2011 00:00:00,East,Major Market,Mint,10,Herbal Tea,10,102.9,100,100,77-139,100,80,New York,Decaf,119,119,119,190,-110,-180,80,251,3948,-139,77,1,-353,119,99
200,250,239,250,250,250,845,845,01-09-2011 00:00:00,East,Major Market,Darjeeling,11,Tea,11,240.1,200,250,210,200,240,New York,Regular,261,261,261,100,160,130,260,100,981,145,28,1,157,261,39
200,300,311,300,300,300,518,518,01-09-2011 00:00:00,East,Major Market,Earl Grey,12,Tea,12,308.7,300,300,280,300,320,New York,Regular,322,322,322,130,190,150,320,123,928,179,34,1,197,322,46
200,200,191,200,200,200,718,718,01-09-2011 00:00:00,East,Major Market,Green Tea,13,Tea,13,205.8,200,200,210,200,160,New York,Regular,212,212,212,80,130,100,210,81,588,118,22,1,125,212,34
0,50,72,50,50,50,518,518,01-09-2011 00:00:00,East,Major Market,Caffe Mocha,5,Espresso,5,68.6,0,50-99,77-139,0,0,New York,Regular,72,72,72,110,-50,-180,60,121,2932,-53,110,1,-292,72,144
600,450,598,600,600,600,516,516,01-09-2011 00:00:00,East,Major Market,Regular Espresso,7,Espresso,7,583.1,600,600,560,600,560,New York,Regular,450,600,600,230,320,240,550,249,1286,318,69,1,332,604,94
800,450,598,600,600,600,516,516,01-09-2011 00:00:00,East,Major Market,Columbian,2,Coffee,2,823.2,800,800,840,800,800,New York,Regular,450,600,600,300,450,320,750,316,2580,474,110,1,463,842,162
0,150,167,150,150,150,337,337,01-09-2011 00:00:00,South,Small Market,Chamomile,8,Herbal Tea,8,137.2,100,150,140,100,160,Louisiana,Decaf,169,169,169,60,90,60,150,69,572,90,22,1,82,169,35
0,150,143,150,150,150,985,985,01-09-2011 00:00:00,South,Small Market,Lemon,9,Herbal Tea,9,137.2,100,150,140,100,160,Louisiana,Decaf,160,160,160,60,80,30,140,67,599,83,25,1,37,160,58
0,100,120,100,100,125,318,318,01-09-2011 00:00:00,South,Small Market,Columbian,2,Coffee,2,102.9,100,100,77-139,100,80,Louisiana,Regular,127,127,127,60,80,60,140,48,834,71,13,1,68,127,25
0,100,120,100,100,125,504,504,01-09-2011 00:00:00,South,Small Market,Decaf Irish Cream,3,Coffee,3,102.9,100,100,77-139,100,80,Louisiana,Decaf,134,134,134,60,90,70,150,51,857,75,14,1,74,134,25
0,150,143,150,150,150,318,318,01-09-2011 00:00:00,South,Small Market,Caffe Latte,4,Espresso,4,137.2,100,150,140,100,80,Louisiana,Regular,159,159,159,50,70,0,120,62,-613,87,56,1,3,159,85
0,150,143,150,150,150,337,337,01-09-2011 00:00:00,South,Small Market,Caffe Mocha,5,Espresso,5,137.2,100,150,140,100,160,Louisiana,Regular,161,161,161,40,80,60,120,57,349,94,17,1,79,161,41
0,100,120,100,100,100,337,337,01-09-2011 00:00:00,South,Small Market,Decaf Espresso,6,Espresso,6,102.9,100,100,77-139,100,80,Louisiana,Decaf,120,120,120,30,60,40,90,46,454,67,14,1,46,120,36
0,50,48,50,50,50,505,505,01-09-2011 00:00:00,South,Small Market,Chamomile,8,Herbal Tea,8,34.3,0,50-99,0-69,0,0,New Mexico,Decaf,51,51,51,10,30,20,40,19,848,29,5,1,19,51,16
0,50,72,50,50,75,505,505,01-09-2011 00:00:00,South,Small Market,Lemon,9,Herbal Tea,9,68.6,0,50-99,77-139,0,0,New Mexico,Decaf,77,77,77,30,40,20,70,33,1003,39,10,1,12,77,31
0,100,143,100,100,125,505,505,01-09-2011 00:00:00,South,Small Market,Columbian,2,Coffee,2,137.2,100,100,140,100,80,New Mexico,Regular,148,148,148,60,110,70,170,55,453,84,18,1,50,148,50
0,100,120,100,100,100,505,505,01-09-2011 00:00:00,South,Small Market,Decaf Irish Cream,3,Coffee,3,102.9,100,100,77-139,100,80,New Mexico,Decaf,123,123,123,130,10,-40,140,104,1574,11,32,1,-65,123,55
0,50,48,50,50,50,505,505,01-09-2011 00:00:00,South,Small Market,Caffe Latte,4,Espresso,4,34.3,0,50-99,0-69,0,0,New Mexico,Regular,58,58,58,20,20,0,40,24,-412,30,9,1,-18,58,42
0,100,96,100,100,100,505,505,01-09-2011 00:00:00,South,Small Market,Caffe Mocha,5,Espresso,5,102.9,100,100,77-139,100,80,New Mexico,Regular,113,113,113,30,60,10,90,44,325,62,40,1,-12,113,70
0,50,96,50,50,75,505,505,01-09-2011 00:00:00,South,Small Market,Decaf Espresso,6,Espresso,6,68.6,0,50-99,77-139,0,80,New Mexico,Decaf,97,97,97,30,40,10,70,39,248,52,12,1,19,97,39
0,150,143,150,150,150,580,580,01-09-2011 00:00:00,South,Small Market,Chamomile,8,Herbal Tea,8,137.2,100,150,140,100,80,Oklahoma,Decaf,159,159,159,60,80,30,140,67,391,82,25,1,36,159,58
200,200,215,200,200,225,405,405,01-09-2011 00:00:00,South,Small Market,Lemon,9,Herbal Tea,9,205.8,200,200,210,200,160,Oklahoma,Decaf,238,238,238,80,130,40,210,93,692,130,84,1,24,238,114
0,100,143,100,100,125,580,580,01-09-2011 00:00:00,South,Small Market,Columbian,2,Coffee,2,137.2,100,100,140,100,80,Oklahoma,Regular,149,149,149,70,100,80,170,61,579,79,20,1,70,149,32
0,50,72,50,50,75,580,580,01-09-2011 00:00:00,South,Small Market,Decaf Irish Cream,3,Coffee,3,68.6,0,50-99,77-139,0,0,Oklahoma,Decaf,77,77,77,30,60,50,90,29,862,43,8,1,34,77,20
200,200,239,200,200,225,918,918,01-09-2011 00:00:00,South,Small Market,Caffe Latte,4,Espresso,4,240.1,200,200,210,200,240,Oklahoma,Regular,245,245,245,80,110,80,190,96,-1555,134,29,1,122,245,52
0,50,48,50,50,50,580,580,01-09-2011 00:00:00,South,Small Market,Caffe Mocha,5,Espresso,5,34.3,0,50-99,0-69,0,0,Oklahoma,Regular,53,53,53,10,30,30,40,20,482,30,5,1,19,53,17
200,250,263,250,250,250,405,405,01-09-2011 00:00:00,South,Small Market,Decaf Espresso,6,Espresso,6,240.1,200,250,210,200,240,Oklahoma,Decaf,265,265,265,80,130,80,210,99,798,150,32,1,129,265,63
0,100,120,100,100,125,682,682,01-09-2011 00:00:00,South,Major Market,Chamomile,8,Herbal Tea,8,102.9,100,100,77-139,100,80,Texas,Decaf,133,133,133,50,70,40,120,53,410,72,17,1,40,133,45
0,100,96,100,100,100,469,469,01-09-2011 00:00:00,South,Major Market,Lemon,9,Herbal Tea,9,102.9,100,100,77-139,100,80,Texas,Decaf,114,114,114,40,60,30,100,43,424,64,13,1,42,114,36
400,400,382,400,400,400,281,281,01-09-2011 00:00:00,South,Major Market,Columbian,2,Coffee,2,548.8,500,550,560,500,560,Texas,Regular,400,400,400,310,370,280,680,251,1268,295,77,1,292,582,98
0,100,120,100,100,125,806,806,01-09-2011 00:00:00,South,Major Market,Decaf Irish Cream,3,Coffee,3,137.2,100,100,140,100,80,Texas,Decaf,141,141,141,70,90,70,160,58,548,74,19,1,62,141,32
0,150,143,150,150,150,903,903,01-09-2011 00:00:00,South,Major Market,Caffe Latte,4,Espresso,4,137.2,100,150,140,100,160,Texas,Regular,160,160,160,50,70,40,120,60,-718,90,19,1,58,160,51
200,300,311,300,300,300,713,713,01-09-2011 00:00:00,South,Major Market,Caffe Mocha,5,Espresso,5,308.7,300,300,280,300,320,Texas,Regular,322,322,322,100,150,120,250,123,928,179,34,1,199,322,45
200,200,191,200,200,200,325,325,01-09-2011 00:00:00,South,Major Market,Decaf Espresso,6,Espresso,6,205.8,200,200,210,200,160,Texas,Decaf,212,212,212,60,110,90,170,81,588,118,22,1,126,212,33
0,100,96,100,100,100,801,801,01-09-2011 00:00:00,West,Small Market,Darjeeling,11,Tea,11,102.9,100,100,77-139,100,80,Utah,Regular,113,113,113,20,50,10,70,44,325,62,40,1,-10,113,69
0,50,96,50,50,75,435,435,01-09-2011 00:00:00,West,Small Market,Earl Grey,12,Tea,12,68.6,0,50-99,77-139,0,80,Utah,Regular,97,97,97,20,40,20,60,39,248,52,12,1,18,97,40
0,50,48,50,50,50,435,435,01-09-2011 00:00:00,West,Small Market,Green Tea,13,Tea,13,34.3,0,50-99,0-69,0,0,Utah,Regular,58,58,58,10,20,0,30,24,212,30,9,1,-19,58,43
0,100,120,100,100,125,801,801,01-09-2011 00:00:00,West,Small Market,Chamomile,8,Herbal Tea,8,102.9,100,100,77-139,100,80,Utah,Decaf,128,128,128,40,60,40,100,49,315,71,15,1,50,128,37
0,100,143,100,100,125,435,435,01-09-2011 00:00:00,West,Small Market,Lemon,9,Herbal Tea,9,137.2,100,100,140,100,80,Utah,Decaf,148,148,148,40,80,50,120,55,453,84,18,1,50,148,50
0,100,120,100,100,100,435,435,01-09-2011 00:00:00,West,Small Market,Mint,10,Herbal Tea,10,102.9,100,100,77-139,100,80,Utah,Decaf,123,123,123,80,20,-20,100,104,1574,11,32,1,-67,123,56
0,100,143,100,100,125,435,435,01-09-2011 00:00:00,West,Small Market,Amaretto,1,Coffee,1,137.2,100,100,140,100,80,Utah,Regular,145,145,145,70,100,70,170,62,1059,74,19,1,49,145,41
0,100,120,100,100,100,801,801,01-09-2011 00:00:00,West,Small Market,Columbian,2,Coffee,2,102.9,100,100,77-139,100,80,Utah,Regular,120,120,120,60,80,50,140,48,380,65,15,1,33,120,43
0,150,143,150,150,150,435,435,01-09-2011 00:00:00,West,Small Market,Decaf Irish Cream,3,Coffee,3,137.2,100,150,140,100,160,Utah,Decaf,160,160,160,80,100,50,180,67,599,83,25,1,36,160,59
0,50,72,50,50,75,435,435,01-09-2011 00:00:00,West,Small Market,Caffe Latte,4,Espresso,4,68.6,0,50-99,77-139,0,80,Utah,Regular,84,84,84,30,40,30,70,32,837,47,8,1,40,84,20
0,150,167,150,150,150,801,801,01-09-2011 00:00:00,West,Small Market,Caffe Mocha,5,Espresso,5,137.2,100,150,140,100,160,Utah,Regular,169,169,169,60,90,60,150,69,572,90,22,1,83,169,34
0,100,96,100,100,100,435,435,01-09-2011 00:00:00,West,Small Market,Decaf Espresso,6,Espresso,6,102.9,100,100,77-139,100,80,Utah,Decaf,115,115,115,40,60,40,100,44,886,64,12,1,59,115,24
200,300,311,300,300,300,310,310,01-09-2011 00:00:00,West,Major Market,Darjeeling,11,Tea,11,308.7,300,300,280,300,320,California,Regular,322,322,322,80,120,100,200,123,928,179,34,1,199,322,45
200,200,191,200,200,200,650,650,01-09-2011 00:00:00,West,Major Market,Earl Grey,12,Tea,12,205.8,200,200,210,200,160,California,Regular,212,212,212,50,80,70,130,81,588,118,22,1,125,212,34
0,150,143,150,150,150,530,530,01-09-2011 00:00:00,West,Major Market,Green Tea,13,Tea,13,137.2,100,150,140,100,160,California,Regular,160,160,160,30,70,40,100,60,656,90,19,1,58,160,51
200,250,239,250,250,250,562,562,01-09-2011 00:00:00,West,Major Market,Chamomile,8,Herbal Tea,8,240.1,200,250,210,200,240,California,Decaf,261,261,261,80,130,110,210,100,981,145,28,1,156,261,40
400,400,382,400,400,400,209,209,01-09-2011 00:00:00,West,Major Market,Lemon,9,Herbal Tea,9,548.8,500,550,560,500,560,California,Decaf,400,400,400,210,270,200,480,251,1268,295,77,1,291,582,99
0,100,120,100,100,125,818,818,01-09-2011 00:00:00,West,Major Market,Mint,10,Herbal Tea,10,137.2,100,100,140,100,80,California,Decaf,141,141,141,40,70,50,110,58,548,74,19,1,64,141,31
0,100,96,100,100,100,714,714,01-09-2011 00:00:00,West,Major Market,Amaretto,1,Coffee,1,102.9,100,100,77-139,100,80,California,Regular,116,116,116,150,-20,-70,130,122,2378,-13,39,1,-110,116,61
800,450,598,600,600,600,562,562,01-09-2011 00:00:00,West,Major Market,Columbian,2,Coffee,2,823.2,800,800,840,800,800,California,Regular,450,600,600,390,590,450,980,316,2580,474,110,1,465,842,161
0,100,143,100,100,125,818,818,01-09-2011 00:00:00,West,Major Market,Decaf Irish Cream,3,Coffee,3,137.2,100,100,140,100,80,California,Decaf,147,147,147,200,-30,-120,170,162,3421,-24,53,1,-178,147,96
400,400,382,400,400,400,310,310,01-09-2011 00:00:00,West,Major Market,Caffe Latte,4,Espresso,4,514.5,500,500,490,500,480,California,Regular,400,400,400,230,240,160,470,249,1775,249,69,1,232,531,93
200,300,287,300,300,300,951,951,01-09-2011 00:00:00,West,Major Market,Caffe Mocha,5,Espresso,5,308.7,300,300,280,300,240,California,Regular,309,309,309,110,160,30,270,121,910,169,110,1,39,309,143
600,450,598,600,600,600,530,530,01-09-2011 00:00:00,West,Major Market,Decaf Espresso,6,Espresso,6,617.4,600,600,560,600,560,California,Decaf,450,600,600,240,320,220,560,253,1686,336,83,1,326,628,116
600,450,598,600,600,600,775,775,01-09-2011 00:00:00,West,Small Market,Darjeeling,11,Tea,11,617.4,600,600,560,600,560,Nevada,Regular,450,600,600,160,240,170,400,253,1686,336,83,1,328,628,115
400,400,382,400,400,400,775,775,01-09-2011 00:00:00,West,Small Market,Earl Grey,12,Tea,12,514.5,500,500,490,500,480,Nevada,Regular,400,400,400,160,170,110,330,249,1775,249,69,1,232,531,93
0,0,0,0,0,0,775,775,01-09-2011 00:00:00,West,Small Market,Green Tea,13,Tea,13,0.0,0,0-49,0-69,0,0,Nevada,Regular,20,20,20,190,-190,-280,0,302,6413,-302,114,1,-638,20,147
200,300,287,300,300,300,702,702,01-09-2011 00:00:00,West,Small Market,Chamomile,8,Herbal Tea,8,308.7,300,300,280,300,240,Nevada,Decaf,309,309,309,100,150,40,250,121,910,169,110,1,39,309,143
400,400,382,400,400,400,702,702,01-09-2011 00:00:00,West,Small Market,Lemon,9,Herbal Tea,9,411.6,400,400,350,400,400,Nevada,Decaf,400,400,400,130,210,140,340,162,1148,225,53,1,191,412,96
200,300,311,300,300,300,702,702,01-09-2011 00:00:00,West,Small Market,Mint,10,Herbal Tea,10,308.7,300,300,280,300,240,Nevada,Decaf,318,318,318,100,160,120,260,122,801,176,39,1,171,318,61
0,50,96,50,50,75,775,775,01-09-2011 00:00:00,West,Small Market,Columbian,2,Coffee,2,68.6,0,50-99,77-139,0,80,Nevada,Regular,97,97,97,50,60,20,110,40,244,51,15,1,3,97,49
0,50,72,50,50,75,702,702,01-09-2011 00:00:00,West,Small Market,Decaf Irish Cream,3,Coffee,3,68.6,0,50-99,77-139,0,0,Nevada,Decaf,77,77,77,40,50,30,90,33,1003,39,10,1,10,77,32
0,0,24,0,0,25,775,775,01-09-2011 00:00:00,West,Small Market,Caffe Latte,4,Espresso,4,34.3,0,0-49,0-69,0,0,Nevada,Regular,46,46,46,0,40,30,40,0,473,43,0,1,47,46,11
0,50,48,50,50,50,702,702,01-09-2011 00:00:00,West,Small Market,Caffe Mocha,5,Espresso,5,34.3,0,50-99,0-69,0,0,Nevada,Regular,51,51,51,10,30,20,40,19,848,29,5,1,18,51,17
0,50,48,50,50,50,775,775,01-09-2011 00:00:00,West,Small Market,Decaf Espresso,6,Espresso,6,34.3,0,50-99,0-69,0,0,Nevada,Decaf,62,62,62,20,30,20,50,23,803,35,6,1,25,62,18
0,50,48,50,50,50,541,541,01-09-2011 00:00:00,West,Small Market,Darjeeling,11,Tea,11,34.3,0,50-99,0-69,0,0,Oregon,Regular,53,53,53,10,20,20,30,20,482,30,5,1,19,53,17
200,250,263,250,250,250,503,503,01-09-2011 00:00:00,West,Small Market,Earl Grey,12,Tea,12,240.1,200,250,210,200,240,Oregon,Regular,265,265,265,60,100,60,160,99,798,150,32,1,129,265,63
